Title,Composer,CatNo,Date,Range,Inst1,Inst2,Inst3,Genre,Subgenre,Species ,Species2,Nationality,Key,Modulation
Polonaise,Saint-Saens,Op77,1886,,Piano,Piano,,SoloDanceOneMovement,,Polonaise,,France,F minor,
Rhapsodie d'Auvergne,Saint-Saens,Op73,1884,,Piano,Orchestra,,SoloConcerto,,,,France,C major,
Romance for Horn and Orchestra,Saint-Saens,Op36,1874,,Horn,Orchestra,,SoloConcerto,,,,France,F major,
Introduction and Rondo Capriccioso,Saint-Saens,Op28,1870,,Violin,Orchestra,,SoloConcerto,,DanceMovement,,France,A minor,
"Samson and Delilah, Bacchanale",Saint-Saens,Op47,1877,,Orchestra,SATB,,Opera,,,,France,D major,
"Samson and Delilah, My Heart at thy Sweet Voice",Saint-Saens,Op47,1877,,Orchestra,SATB,,Opera,,Aria,,France,Db major,
Scherzo,Saint-Saens,Op87,1890,,Piano,Piano,,SoloScherzoOneMovement,,,,France,Undeterminable,B major
"Septet for trumpet, string quintet, and piano, Gavotte et Final",Saint-Saens,Op65,1881,,Trumpet,StringQuintet,Piano,OtherChamber,,DanceMovement,,France,Eb major,
"Septet for trumpet, string quintet, and piano, Intermede",Saint-Saens,Op65,1881,,Trumpet,StringQuintet,Piano,OtherChamber,,OtherMiddleMovement,,France,C minor,
"Septet for trumpet, string quintet, and piano, Menuet",Saint-Saens,Op65,1881,,Trumpet,StringQuintet,Piano,OtherChamber,,DanceMovement,,France,Eb major,
"Septet for trumpet, string quintet, and piano, Preambule",Saint-Saens,Op65,1881,,Trumpet,StringQuintet,Piano,OtherChamber,,Prelude,,France,Eb major,
"Suite Algerienne, Prelude",Saint-Saens,Op60,1881,,Orchestra,,,OrchestralSuite,,Prelude,,France,C major,
"Suite Algerienne, Reverie du soir",Saint-Saens,Op60,1881,,Orchestra,,,OrchestralSuite,,DanceMovement,,France,A major,
"Suite Algerienne, Rhapsodie Mauresque",Saint-Saens,Op60,1881,,Orchestra,,,OrchestralSuite,,DanceMovement,,France,D major,
"Suite Algerienne, Marche militaire francaise",Saint-Saens,Op60,1881,,Orchestra,,,OrchestralSuite,,March,,France,C major,
"Symphony No. 3, Adagio, Allegro Moderato",Saint-Saens,Op78,1886,,Orchestra,,,Symphony,,FirstMovement,,France,C minor,
"Symphony No. 3, Poco Adagio",Saint-Saens,Op78,1886,,Orchestra,,,Symphony,,SlowMovement,,France,Db major,
"Symphony No. 3, Allegro Moderato",Saint-Saens,Op78,1886,,Orchestra,,,Symphony,,OtherMiddleMovement,,France,C minor,
"Symphony No. 3, Maestoso",Saint-Saens,Op78,1886,,Orchestra,,,Symphony,,LastMovement,,France,C major,
"The Carnival of the Animals, Aquarium",Saint-Saens,none,1886,,Piano,Piano,Orchestra,CharacterPiece,,,,France,A minor,A major
"The Carnival of the Animals, Aviary",Saint-Saens,none,1886,,Orchestra,Piano,Flute,CharacterPiece,,,,France,F major,
"The Carnival of the Animals, Finale",Saint-Saens,none,1886,,Piano,Piano,Orchestra,CharacterPiece,,,,France,C major,
"The Carnival of the Animals, Fossils",Saint-Saens,none,1886,,Piano,Piano,Orchestra,CharacterPiece,,,,France,G minor,
"The Carnival of the Animals, Hens and Roosters",Saint-Saens,none,1886,,Piano,Piano,Orchestra,CharacterPiece,,,,France,Undeterminable,
"The Carnival of the Animals, Introduction and Royal March of the Lion",Saint-Saens,none,1886,,Piano,Piano,Orchestra,CharacterPiece,,,,France,A minor,
"The Carnival of the Animals, Kangaroos",Saint-Saens,none,1886,,Piano,Piano,,CharacterPiece,,,,France,C minor,
"The Carnival of the Animals, Person with Long Ears",Saint-Saens,none,1886,,Violin,Violin,,CharacterPiece,,,,France,Undeterminable,
"The Carnival of the Animals, Pianists",Saint-Saens,none,1886,,Piano,Piano,Orchestra,CharacterPiece,,,,France,C major,
"The Carnival of the Animals, The Cuckoo in the Depths of the Woods",Saint-Saens,none,1886,,Piano,Piano,Clarinet,CharacterPiece,,,,France,C# minor,E major
"The Carnival of the Animals, The Elephant",Saint-Saens,none,1886,,Piano,DoubleBass,,CharacterPiece,,,,France,Eb major,
"The Carnival of the Animals, The Swan",Saint-Saens,none,1886,,Cello,Piano,Piano,CharacterPiece,,,,France,G major,
"The Carnival of the Animals, Tortoises",Saint-Saens,none,1886,,Piano,Orchestra,,CharacterPiece,,,,France,Bb major,
"The Carnival of the Animals, Wild Asses (quick animals)",Saint-Saens,none,1886,,Piano,Piano,,CharacterPiece,,,,France,C minor,
Theme varie,Saint-Saens,Op97,1894,,Piano,,,ThemeAndVariations,,,,France,C major,
Valse Gaie,Saint-Saens,Op139,1913,,Piano,,,SoloDanceOneMovement,,Waltz,,France,Bb major,
Valse Langoureuse,Saint-Saens,Op120,1903,,Piano,,,SoloDanceOneMovement,,Waltz,,France,E major,
Valse Mignonne,Saint-Saens,Op104,1896,,Piano,,,SoloDanceOneMovement,,Waltz,,France,Eb major,
Variations on a Theme of Beethoven for Two Pianos,Saint-Saens,Op35,1855,1875,Piano,,,Duet,,,,France,Eb major,
Variations on a Theme of Beethoven,Saint-Saens,Op35,1874,,Piano,Piano,,ThemeAndVariations,,,,France,Eb major,
Wedding Cake,Saint-Saens,Op76,1886,,Piano,Orchestra,,SoloConcerto,,Waltz,,France,Ab major,
Piano Concerto Number 2 Movement 2,Saint-Saens,Op22,1868,,Piano,Orchestra,,SoloConcerto,,DanceMovement,,France,,
Le Deluge Movement 2,Saint-Saens,Op45,1876,,OrchestaVocal,SATB,,Oratorio,,OtherMiddleMovement,,France,,
Le Deluge Movement 3,Saint-Saens,Op45,1876,,OrchestaVocal,SATB,,Oratorio,,LastMovement,,France,,
"6 Etudes for Piano, mvt. 1",Saint-Saens,Op111,1899,,Piano,,,Etude,,,,France,,
"6 Etudes for Piano, mvt. 2",Saint-Saens,Op111,1899,,Piano,,,Etude,,,,France,,
"6 Etudes for Piano, mvt. 5",Saint-Saens,Op111,1899,,Piano,,,Etude,,,,France,,
Sinfonia in D Veneziana 1 Allegro Assai,Salieri,,1770,1790,Orchestra,,,Symphony,,,,Italy,D major,
Two Pentecost Hymns Confirma Hoc Deus,Salieri,,1770,1790,Voice,,,SongSecular,,,,Italy,C major,
Morir Pensando en Dios,Sambucetti,,1880,1900,Piano,,,OtherSolo,,,,Uruguay,Eb major,
Il Pianto Della Pie Donne 1 Introduzione,Sammartini,,1751,,Orchestra,,,Prelude,,,,Italy,G minor,
Sonata en Trio Pour 2 Flutes a Bec et Continuo 1 Adagio No11,Sammartini,,1750,,Flute,Harpsichord,,ChamberSonata,,FirstMovement,,Italy,F major,
Sonata en Trio Pour 2 Flutes a Bec et Continuo 1 Adagio No6,Sammartini,,1750,,Flute,Harpsichord,,ChamberSonata,,FirstMovement,,Italy,D minor,
Sonata en Trio Pour 2 Flutes a Bec et Continuo 1 Allegro No1,Sammartini,,1750,,Flute,Harpsichord,,ChamberSonata,,FirstMovement,,Italy,F major,
Sonata en Trio Pour 2 Flutes a Bec et Continuo 1 Allegro No10,Sammartini,,1750,,Flute,Harpsichord,,ChamberSonata,,FirstMovement,,Italy,F major,
Sonata en Trio Pour 2 Flutes a Bec et Continuo 1 Allegro No12,Sammartini,,1750,,Flute,Harpsichord,,ChamberSonata,,FirstMovement,,Italy,Bb major,
Sonata en Trio Pour 2 Flutes a Bec et Continuo 1 Allegro No2,Sammartini,,1750,,Flute,Harpsichord,,ChamberSonata,,FirstMovement,,Italy,F major,
Sonata en Trio Pour 2 Flutes a Bec et Continuo 1 Allegro No3,Sammartini,,1750,,Flute,Harpsichord,,ChamberSonata,,FirstMovement,,Italy,G major,
Sonata en Trio Pour 2 Flutes a Bec et Continuo 1 Allegro No4,Sammartini,,1750,,Flute,Harpsichord,,ChamberSonata,,FirstMovement,,Italy,F major,
Sonata en Trio Pour 2 Flutes a Bec et Continuo 1 Allegro No5,Sammartini,,1750,,Flute,Harpsichord,,ChamberSonata,,FirstMovement,,Italy,F major,
Sonata en Trio Pour 2 Flutes a Bec et Continuo 1 Allegro No7,Sammartini,,1750,,Flute,Harpsichord,,ChamberSonata,,FirstMovement,,Italy,F major,
Sonata en Trio Pour 2 Flutes a Bec et Continuo 1 Andante No8,Sammartini,,1750,,Flute,Harpsichord,,ChamberSonata,,FirstMovement,,Italy,F major,
Sonata en Trio Pour 2 Flutes a Bec et Continuo 1 Andante No9,Sammartini,,1750,,Flute,Harpsichord,,ChamberSonata,,FirstMovement,,Italy,G major,
Sonata en Trio Pour 2 Flutes a Bec et Continuo 2 Adagio No1,Sammartini,,1750,,Flute,Harpsichord,,ChamberSonata,,SlowMovement,,Italy,D minor,
Sonata en Trio Pour 2 Flutes a Bec et Continuo 2 Adagio No10,Sammartini,,1750,,Flute,Harpsichord,,ChamberSonata,,SlowMovement,,Italy,G major,
Sonata en Trio Pour 2 Flutes a Bec et Continuo 2 Adagio No2,Sammartini,,1750,,Flute,Harpsichord,,ChamberSonata,,SlowMovement,,Italy,D minor,
Sonata en Trio Pour 2 Flutes a Bec et Continuo 2 Adagio No3,Sammartini,,1750,,Flute,Harpsichord,,ChamberSonata,,SlowMovement,,Italy,E minor,
Sonata en Trio Pour 2 Flutes a Bec et Continuo 2 Allegro No11,Sammartini,,1750,,Flute,Harpsichord,,ChamberSonata,,FastMovement,,Italy,F major,
Sonata en Trio Pour 2 Flutes a Bec et Continuo 2 Allegro No6,Sammartini,,1750,,Flute,Harpsichord,,ChamberSonata,,FastMovement,,Italy,D minor,
Sonata en Trio Pour 2 Flutes a Bec et Continuo 2 Allegro No9,Sammartini,,1750,,Flute,Harpsichord,,ChamberSonata,,FastMovement,,Italy,G major,
Sonata en Trio Pour 2 Flutes a Bec et Continuo 2 Grave No5,Sammartini,,1750,,Flute,Harpsichord,,ChamberSonata,,SlowMovement,,Italy,D minor,
Sonata en Trio Pour 2 Flutes a Bec et Continuo 2 Grave No7,Sammartini,,1750,,Flute,Harpsichord,,ChamberSonata,,SlowMovement,,Italy,D minor,
Sonata en Trio Pour 2 Flutes a Bec et Continuo 2 Largo No12,Sammartini,,1750,,Flute,Harpsichord,,ChamberSonata,,SlowMovement,,Italy,G minor,
Sonata en Trio Pour 2 Flutes a Bec et Continuo 2 Largo  No4,Sammartini,,1750,,Flute,Harpsichord,,ChamberSonata,,SlowMovement,,Italy,Bb major,
Sonata en Trio Pour 2 Flutes a Bec et Continuo 2 Presto No8,Sammartini,,1750,,Flute,Harpsichord,,ChamberSonata,,FastMovement,,Italy,F major,
Sonata en Trio Pour 2 Flutes a Bec et Continuo 3 Allegro No1,Sammartini,,1750,,Flute,Harpsichord,,ChamberSonata,,LastMovement,,Italy,F major,
Sonata en Trio Pour 2 Flutes a Bec et Continuo 3 Allegro No10,Sammartini,,1750,,Flute,Harpsichord,,ChamberSonata,,LastMovement,,Italy,F major,
Sonata en Trio Pour 2 Flutes a Bec et Continuo 3 Allegro No2,Sammartini,,1750,,Flute,Harpsichord,,ChamberSonata,,LastMovement,,Italy,F major,
Sonata en Trio Pour 2 Flutes a Bec et Continuo 3 Allegro No3,Sammartini,,1750,,Flute,Harpsichord,,ChamberSonata,,LastMovement,,Italy,G major,
Sonata en Trio Pour 2 Flutes a Bec et Continuo 3 Allegro No4,Sammartini,,1750,,Flute,Harpsichord,,ChamberSonata,,LastMovement,,Italy,F major,
Sonata en Trio Pour 2 Flutes a Bec et Continuo 3 Allegro No5,Sammartini,,1750,,Flute,Harpsichord,,ChamberSonata,,LastMovement,,Italy,F major,
Sonata en Trio Pour 2 Flutes a Bec et Continuo 3 Allegro No7,Sammartini,,1750,,Flute,Harpsichord,,ChamberSonata,,LastMovement,,Italy,F major,
Sonata en Trio Pour 2 Flutes a Bec et Continuo 3 Largo No11,Sammartini,,1750,,Flute,Harpsichord,,ChamberSonata,,SlowMovement,,Italy,E major,
Sonata en Trio Pour 2 Flutes a Bec et Continuo 3 Largo No6,Sammartini,,1750,,Flute,Harpsichord,,ChamberSonata,,SlowMovement,,Italy,A minor,
Sonata en Trio Pour 2 Flutes a Bec et Continuo 3 Largo No8,Sammartini,,1750,,Flute,Harpsichord,,ChamberSonata,,SlowMovement,,Italy,D minor,
Sonata en Trio Pour 2 Flutes a Bec et Continuo 3 Largo No9,Sammartini,,1750,,Flute,Harpsichord,,ChamberSonata,,SlowMovement,,Italy,E minor,
Sonata en Trio Pour 2 Flutes a Bec et Continuo 3 Presto No12,Sammartini,,1750,,Flute,Harpsichord,,ChamberSonata,,LastMovement,,Italy,Bb major,
Sonata en Trio Pour 2 Flutes a Bec et Continuo 4 Allegro No11,Sammartini,,1750,,Flute,Harpsichord,,ChamberSonata,,LastMovement,,Italy,F major,
Sonata en Trio Pour 2 Flutes a Bec et Continuo 4 Allegro No6,Sammartini,,1750,,Flute,Harpsichord,,ChamberSonata,,LastMovement,,Italy,D minor,
Sonata en Trio Pour 2 Flutes a Bec et Continuo 4 Allegro No8,Sammartini,,1750,,Flute,Harpsichord,,ChamberSonata,,LastMovement,,Italy,F major,
Sonata en Trio Pour 2 Flutes a Bec et Continuo 4 Presto No9,Sammartini,,1750,,Flute,Harpsichord,,ChamberSonata,,LastMovement,,Italy,G major,
Canarios,Sanz,,1660,1680,Guitar,,,OtherSolo,,,,Spain,D major,
Eight Easy Dances 1,Sanz,,1660,1680,Guitar,,,OtherSolo,,,,Spain,C major,
Eight Easy Dances 2,Sanz,,1660,1680,Guitar,,,OtherSolo,,,,Spain,D minor,
Eight Easy Dances 3,Sanz,,1660,1680,Guitar,,,OtherSolo,,,,Spain,D minor,
Eight Easy Dances 4,Sanz,,1660,1680,Guitar,,,OtherSolo,,,,Spain,D minor,
Eight Easy Dances 5,Sanz,,1660,1680,Guitar,,,OtherSolo,,,,Spain,D major,
Eight Easy Dances 6,Sanz,,1660,1680,Guitar,,,OtherSolo,,,,Spain,D major,
Eight Easy Dances 7,Sanz,,1660,1680,Guitar,,,OtherSolo,,,,Spain,D major,
Eight Easy Dances 8,Sanz,,1660,1680,Guitar,,,OtherSolo,,,,Spain,D major,
Espanoleta,Sanz,,1660,1680,Orchestra,,,Prelude,,,,Spain,A minor,
Liga Inglisa 1 Espanoletas,Sanz,,1660,1680,Guitar,,,OtherSolo,,,,Spain,D minor,
Liga Inglisa 2 Gallarday Villano,Sanz,,1660,1680,Guitar,,,OtherSolo,,,,Spain,D major,
Liga Inglisa 3 Danza de las Hachas,Sanz,,1660,1680,Guitar,,,OtherSolo,,,,Spain,D minor,
Liga Inglisa 4 Rujero y Paradetas,Sanz,,1660,1680,Guitar,,,OtherSolo,,,,Spain,D major,
Liga Inglisa 5 Zarabanda al Ayre Espanol,Sanz,,1660,1680,Guitar,,,OtherSolo,,,,Spain,D major,
Liga Inglisa 6 Passacalle de la Cavalleria de Napoles,Sanz,,1660,1680,Guitar,,,OtherSolo,,,,Spain,D major,
Liga Inglisa 7 Folias,Sanz,,1660,1680,Guitar,,,OtherSolo,,,,Spain,D minor,
Liga Inglisa 8 La Minona de Cataluna,Sanz,,1660,1680,Guitar,,,OtherSolo,,,,Spain,D major,
Liga Inglisa 9 Canarios,Sanz,,1660,1680,Guitar,,,OtherSolo,,,,Spain,D major,
Liga Inglisa,Sanz,,1660,1680,Guitar,,,OtherSolo,,,,Spain,A minor,
"Matichin, Espanoleta and Paradetas",Sanz,,1660,1680,Guitar,,,OtherSolo,,,,Spain,D major,
Pavan in A-,Sanz,,1660,1680,Guitar,,,OtherSolo,,,,Spain,A minor,
Spanish Suite,Sanz,,1660,1680,Guitar,,,OtherSolo,,,,Spain,D minor,D major
Danzas Espa_olas Zapateado - Vivace,Sarasate,Op23No2,1864,1884,Piano,Violin,,OtherSolo,,,,Spain,A major,
Introduction and Tarantella,Sarasate,Op43,1864,1884,Piano,Violin,,OtherSolo,,,,Spain,C major,
"Miramar, Zortzico",Sarasate,Op42,1899,,Piano,Violin,,OtherSolo,,,,Spain,C minor,
Romanza Andaluza from dan. esp. Romanza,Sarasate,,1864,1884,Piano,Violin,,OtherSolo,,,,Spain,C major,
Zigeunerweisen (Gypsy Airs),Sarasate,Op20,1878,,Piano,Violin,,OtherSolo,,,,Spain,C minor,
Cinq grimaces pour le songe d'une nuit d'ete 1 Preambule,Satie,,1915,,Piano,,,OtherSolo,,,,France,F major,
Cinq grimaces pour le songe d'une nuit d'ete 2 Coquecigrue,Satie,,1915,,Piano,,,OtherSolo,,,,France,Bb major,
Cinq grimaces pour le songe d'une nuit d'ete 3 Chasse,Satie,,1915,,Piano,,,OtherSolo,,,,France,G minor,
Cinq grimaces pour le songe d'une nuit d'ete 4 Fanfaronnade,Satie,,1915,,Piano,,,OtherSolo,,,,France,C minor,
Cinq grimaces pour le songe d'une nuit d'ete 5 Pour Sortir,Satie,,1915,,Piano,,,OtherSolo,,,,France,F major,
Embryons dess_ch_s Dried Up Embryoes 1 Of the Holothurian,Satie,,1913,,Piano,,,OtherSolo,,,,France,G major,
Embryons dess_ch_s Dried Up Embryoes 2 Of the Edriophthalma,Satie,,1913,,Piano,,,OtherSolo,,,,France,A minor,
Embryons dess_ch_s Dried Up Embryoes 3 Of the Podophthalma,Satie,,1913,,Piano,,,OtherSolo,,,,France,F major,
En Habit De Cheval Autre Choral,Satie,,1911,,Piano,,,OtherSolo,,,,France,F major,
En Habit De Cheval Choral,Satie,,1911,,Piano,,,OtherSolo,,,,France,G minor,
En Habit De Cheval Fugue de Papier,Satie,,1911,,Piano,,,OtherSolo,,,,France,C major,
En Habit De Cheval Fugue Litanique,Satie,,1911,,Piano,,,OtherSolo,,,,France,D minor,
Fantaisie-Valse,Satie,,1885,,Piano,,,OtherSolo,,,,France,Db major,
Genuine Flabby Preludes (for a dog),Satie,,1912,,Piano,,,OtherSolo,,,,France,F major,
Gnossiennes No1,Satie,,1891,,Piano,,,OtherSolo,,,,France,F minor,
Gnossiennes No2,Satie,,1891,,Piano,,,OtherSolo,,,,France,G minor,E minor
Gnossiennes No3,Satie,,1891,,Piano,,,OtherSolo,,,,France,A minor,
Gnossiennes No4,Satie,,1891,,Piano,,,OtherSolo,,,,France,D minor,E minor
Gnossiennes No5,Satie,,1891,,Piano,,,OtherSolo,,,,France,G major,E minor
Gnossiennes No6,Satie,,1891,,Piano,,,OtherSolo,,,,France,A minor,C minor
Gymnopedies No1,Satie,,1888,,Piano,,,OtherSolo,,,,France,C# major,D minor
Gymnopedies No2,Satie,,1888,,Piano,,,OtherSolo,,,,France,G major,C major
Gymnopedies No3,Satie,,1888,,Piano,,,OtherSolo,,,,France,A minor,
Je te veux,Satie,,1900,,Piano,,,OtherSolo,,,,France,C major,
La diva de l'empire,Satie,,1919,,Piano,,,SoloSonata,,,,France,G major,
Le Piccadilly,Satie,,1904,,Piano,,,OtherSolo,,,,France,F major,
Ogives No1,Satie,,1885,,Piano,,,OtherSolo,,,,France,D major,
Ogives No2,Satie,,1885,,Piano,,,OtherSolo,,,,France,A major,
Ogives No3,Satie,,1885,,Piano,,,OtherSolo,,,,France,D minor,
Ogives No4,Satie,,1885,,Piano,,,OtherSolo,,,,France,A minor,
Poudre d'or,Satie,,1902,,Piano,,,OtherSolo,,,,France,D major,
Pr_lude de la Porte H_roique du Ciel,Satie,,1894,,Piano,,,SoloSonata,,,,France,C minor,
Sarabandes No1,Satie,,1887,,Piano,,,OtherSolo,,,,France,Ab major,
Sarabandes No2,Satie,,1887,,Piano,,,OtherSolo,,,,France,D# major,
Sarabandes No3,Satie,,1887,,Piano,,,OtherSolo,,,,France,Db major,
Sonatina Bureaucratiqu,Satie,,1917,,Piano,,,SoloSonata,,,,France,A major,
Valse-Ballet,Satie,,1885,,Piano,,,OtherSolo,,,,France,Bb major,
Vexations,Satie,,1893,,Piano,,,OtherSolo,,,,France,B minor,
Capriccio in E Carl Tausig's Version,Scarlatti,,1705,1725,Harpsichord,,,OtherSolo,,,,Italy,E major,
Capriccio in E Original Version,Scarlatti,,1705,1725,Harpsichord,,,OtherSolo,,,,Italy,E major,
Cat Fugue,Scarlatti,,1705,1725,Harpsichord,,,Fugue,,,,Italy,G minor,
Fugue,Scarlatti,K008,1705,1725,Harpsichord,,,Fugue,,,,Italy,G minor,
Fugue,Scarlatti,K030,1705,1725,Harpsichord,,,Fugue,,,,Italy,G minor,
Fugue,Scarlatti,K052,1705,1725,Harpsichord,,,Fugue,,,,Italy,D minor,
Fugue,Scarlatti,K058,1705,1725,Harpsichord,,,Fugue,,,,Italy,C minor,
Fugue,Scarlatti,K069,1705,1725,Harpsichord,,,Fugue,,,,Italy,F minor,
Fugue,Scarlatti,K086,1705,1725,Harpsichord,,,Fugue,,,,Italy,C major,
Fugue,Scarlatti,K087,1705,1725,Harpsichord,,,Fugue,,,,Italy,B minor,
Fugue,Scarlatti,K092,1705,1725,Harpsichord,,,Fugue,,,,Italy,D minor,
Fugue,Scarlatti,K093,1705,1725,Harpsichord,,,Fugue,,,,Italy,G minor,
Fugue,Scarlatti,K287,1705,1725,Harpsichord,,,Fugue,,,,Italy,D major,
Fugue,Scarlatti,K417,1705,1725,Harpsichord,,,Fugue,,,,Italy,D minor,
Se tu della mia morte,Scarlatti,,1705,1725,Orchestra,,,Prelude,,,,Italy,C minor,F minor
Segovia Arrangements Sonata in A,Scarlatti,K322,1705,1725,Piano,,,SoloSonata,,,,Italy,A major,
Segovia Arrangements Sonata in A,Scarlatti,K323,1705,1725,Piano,,,SoloSonata,,,,Italy,A major,
Segovia Arrangements Sonata in E-,Scarlatti,K11,1705,1725,Guitar,,,SoloSonata,,,,Italy,E minor,
Segovia Arrangements Sonata Pastorale,Scarlatti,K449,1705,1725,Piano,,,SoloSonata,,,,Italy,G major,
Sonata for Cello and Piano 1 Largo No1,Scarlatti,,1705,1725,Cello,Piano,,ChamberSonata,,,,Italy,D minor,
Sonata for Cello and Piano 1 Largo No2,Scarlatti,,1705,1725,Cello,Piano,,ChamberSonata,,,,Italy,C minor,
Sonata for Cello and Piano 1 Largo No3,Scarlatti,,1705,1725,Cello,Piano,,ChamberSonata,,,,Italy,C major,
Sonata for Cello and Piano 2 Allegretto No1,Scarlatti,,1705,1725,Cello,Piano,,ChamberSonata,,,,Italy,G minor,
Sonata for Cello and Piano 2 Allegretto No2,Scarlatti,,1705,1725,Cello,Piano,,ChamberSonata,,,,Italy,C minor,
Sonata for Cello and Piano 2 Allegretto No3,Scarlatti,,1705,1725,Cello,Piano,,ChamberSonata,,,,Italy,C major,
Sonata for Cello and Piano 3 Amoroso No3,Scarlatti,,1705,1725,Cello,Piano,,ChamberSonata,,,,Italy,C major,
Sonata for Cello and Piano 3 Largo No1,Scarlatti,,1705,1725,Cello,Piano,,ChamberSonata,,,,Italy,G minor,
Sonata for Cello and Piano 3 Largo No2,Scarlatti,,1705,1725,Cello,Piano,,ChamberSonata,,,,Italy,Eb major,C minor
Sonata for Cello and Piano 4 A tempo giusto No1,Scarlatti,,1705,1725,Cello,Piano,,ChamberSonata,,,,Italy,D minor,
Sonata for Cello and Piano 4 Presto No2,Scarlatti,,1705,1725,Cello,Piano,,ChamberSonata,,,,Italy,C minor,
Sonata for Cello and Piano 4 Presto No3,Scarlatti,,1705,1725,Cello,Piano,,ChamberSonata,,,,Italy,C major,
Sonata in Bb,Scarlatti,K331,1705,1725,Piano,,,SoloSonata,,,,Italy,Bb major,
Sonata in C,Scarlatti,K159,1705,1725,Piano,,,SoloSonata,,,,Italy,C major,
Sonata in C,Scarlatti,K384,1705,1725,Piano,,,SoloSonata,,,,Italy,C major,
Sonata in C,Scarlatti,K406,1705,1725,Piano,,,SoloSonata,,,,Italy,C major,
Sonata in C,Scarlatti,K461,1705,1725,Piano,,,SoloSonata,,,,Italy,C major,
Sonata in C,Scarlatti,K502,1705,1725,Piano,,,SoloSonata,,,,Italy,C major,
Sonata in C-,Scarlatti,K139,1705,1725,Piano,,,SoloSonata,,,,Italy,C minor,
Sonata in C-,Scarlatti,K158,1705,1725,Piano,,,SoloSonata,,,,Italy,C minor,
Sonata in C-,Scarlatti,K303,1705,1725,Piano,,,SoloSonata,,,,Italy,C minor,
Sonata in D,Scarlatti,K160,1705,1725,Piano,,,SoloSonata,,,,Italy,D major,
Sonata in D,Scarlatti,K492,1705,1725,Piano,,,SoloSonata,,,,Italy,D major,
Sonata in D,Scarlatti,K9,1705,1725,Piano,,,SoloSonata,,,,Italy,D minor,
Soanta in E,Scarlatti,K162,1705,1725,Piano,,,SoloSonata,,,,Italy,E major,
Sonata in E,Scarlatti,K380,1705,1725,Piano,,,SoloSonata,,,,Italy,E major,
Sonata in E-,Scarlatti,K198,1705,1725,Piano,,,SoloSonata,,,,Italy,E minor,
Sonata in E-,Scarlatti,K292,1705,1725,Piano,,,SoloSonata,,,,Italy,E minor,
Sonata in Eb,Scarlatti,K306,1705,1725,Piano,,,SoloSonata,,,,Italy,Eb major,
Sonata in Eb,Scarlatti,K371,1705,1725,Piano,,,SoloSonata,,,,Italy,Eb major,
Sonata in Eb,Scarlatti,K508,1705,1725,Piano,,,SoloSonata,,,,Italy,Eb major,
Sonata in F-,Scarlatti,K238,1705,1725,Piano,,,SoloSonata,,,,Italy,F minor,
Sonata in F# minor,Scarlatti,,1705,1725,Harpsichord,,,SoloSonata,,,,Italy,F# minor,
Sonata in G,Scarlatti,K455,1705,1725,Piano,,,SoloSonata,,,,Italy,G major,
Sonata in G-,Scarlatti,,1705,1725,Harpsichord,,,SoloSonata,,,,Italy,G minor,
